DateTime,User,Tweet
2021-12-22 21:15:00+00:00,livemint,"#MintPremium | Sovereign wealth funds including Singapore’s GIC Holdings Pte Ltd, Abu Dhabi Investment Authority (ADIA) and UAE’s Mubadala Investment Co. are exploring investments in Reliance Industries Ltd’s clean energy unit.

https://t.co/1zoY6CiCEg"
2021-12-22 16:43:58+00:00,livemint,"DMRC, not Reliance, is being arrogant, Mr Mehta

https://t.co/suzShTWM3h"
2021-12-22 10:07:11+00:00,CNNnews18,"When PM Modi Met Saharanpur’s ‘Bank Sakhi’ Shabana Parveen &amp; Heard Stories of Self-Reliance

@AmanKayamHai_'s story!

https://t.co/zowsCYw1lb"
2021-12-22 09:45:47+00:00,bsindia,"Delhi High Court directed the DMRC to file an affidavit furnishing the details of its bank accounts along with the balance amount in connection with a Reliance Infrastructure subsidiary's plea

#DelhiMetro #DelhiHighCourt
#Reliance 

https://t.co/g0ibjTwvPt"
2021-12-22 09:24:21+00:00,bqprime,"#Sensex inches towards 57,000 while #Nifty reclaims 16,900; Reliance Industries leads advance. #BQMarkets

Market blog: https://t.co/ibX3j0XDqh https://t.co/u8rOSpBtCS"
2021-12-22 09:00:05+00:00,DeccanHerald,"In an interview with DH's @PrathikDesai, ACMA Director General @VinMehta discussed the global chip shortage, other challenges facing the industry, domestic demand levels, the sector’s reliance on China and more.  https://t.co/MbWYB9g2KO"
2021-12-22 08:51:34+00:00,livemint,"#MintPremium | Sovereign wealth funds including Singapore’s GIC Holdings Pte Ltd, Abu Dhabi Investment Authority (ADIA) and UAE’s Mubadala Investment Co. are exploring investments in Reliance Industries Ltd’s clean energy unit. 

https://t.co/tKIdkfi9j7"
2021-12-22 04:44:13+00:00,DeccanHerald,"Equity benchmark #Sensex surged over 400 points in early trade on Wednesday, tracking gains in index majors Reliance Industries, HDFC Bank and ICICI Bank amid a positive trend in global markets.

 https://t.co/4yhTo4mkQK"
2021-12-22 04:00:35+00:00,ndtv,"#Sensex rises over 400 points, #Nifty trades above 17,900; Tata Motors, Hindalco, Reliance Industries among top gainers

Read more: https://t.co/nSENjCv84G https://t.co/bXdfZaigWY"
2021-12-22 03:53:42+00:00,bqprime,"#Sensex, #Nifty open higher; Reliance Industries leads advance. #BQMarkets

Market blog: https://t.co/V6OtvP1frD https://t.co/7elsmwkfHr"
2021-12-22 03:05:00+00:00,bsindia,"#MarketsWithBS | From RIL to HCL Tech, here are the stocks to watch in today's trade 

#StocksToWatch #StocksInFocus #StockMarketindia 
https://t.co/9CNVTa3QSY"
2021-12-21 15:30:00+00:00,bsindia,"#MarketsWithBS | Reliance Industries to see upward revision in Sensex, Nifty weighting

#Nifty #reliance #sensex

https://t.co/03RWheSrmR"
2021-12-21 13:25:00+00:00,bsindia,"Reliance General Insurance Company will soon roll out nine sandbox products to cater to the fast transforming customer requirement in the insurance sector.

#RelianceGeneralInsurance #Reliance 

https://t.co/9Z7zKLW5d4"
2021-12-21 12:45:00+00:00,bsindia,"Reliance General Insurance Company will soon roll out nine sandbox products to cater to the fast transforming customer requirement in the insurance sector.

#RelianceGeneralInsurance #Reliance 

https://t.co/AE7kddmTZ9"
2021-12-21 10:00:01+00:00,bqprime,"Bharti Airtel’s inactive user count marginally widened for the second straight month in October, while that of Reliance Jio narrowed for the third month in a row.
https://t.co/ICcGlXG7MF"
2021-12-21 07:44:03+00:00,bsindia,"The key benchmark indices continue to hover near the highs of the day led by strong gains in IT and metal shares. Index heavyweight Reliance too was supporting the up move

Read LIVE updates here 

#StockMarketIndia #MarketsWithBS #Sensex #Nifty 
https://t.co/4CGEnbHW14"
2021-12-21 07:11:56+00:00,bsindia,"#BSWebExclusive | The underneath strength preferably read as price action has been able to hold ground around the major neckline supports for these stocks

@avdhutbagkar reports 

#RIL #HCLTech #SunPharma #StockMarket #MarketsWithBS
https://t.co/VZIsQRAIIJ"
2021-12-21 06:50:29+00:00,livemint,"#RIL's weight in the index may increase by 0.68% to 12.5% from 11.8%. The cumulative inflow in Reliance Industries in Sensex and Nifty is of approximately $245 million, the brokerage highlighted.https://t.co/Tz76TAQRAG"
2021-12-21 03:00:00+00:00,bqprime,"Bharti Airtel's active subscriber market share fell 10 basis points in October, while Reliance Jio witnessed an improvement on this count since March.

https://t.co/XbARvECvER"
2021-12-20 15:00:48+00:00,EconomicTimes,"Reliance Jio Infocomm (Jio) added 1.7 million wireless subscribers in October, pulling up its gross user base to 426.59 million, reflecting the shift of the low end subscribers from the rivals Bharti Airtel and Vodafone Idea (Vi) to Jio.
 
https://t.co/t9PgYlYoQf"
2021-12-20 07:40:04+00:00,business,Future’s shares and dollar bonds jumped Monday after an order by India’s antitrust body may make it harder for Amazon to block a bid for the Indian department store chain by rival Reliance https://t.co/N6btEHpN86
2021-12-20 05:02:41+00:00,EconomicTimes,"#NewsAlert | #Sensex slides over 1,300 points; RIL, banks top drags

Latest news on #Markets here: https://t.co/WDzbz79IQh https://t.co/ipngXm4YYM"
2021-12-20 03:57:47+00:00,bqprime,"#Sensex, #Nifty tumble in trade; Reliance, HDFC Bank lead decline. #BQMarkets

Market blog: https://t.co/mXkMGGnTfv https://t.co/PxH71Koj02"
2021-12-20 03:54:11+00:00,bqprime,"#Sensex, #Nifty open lower; Reliance, HDFC Bank lead decline. #BQMarkets

Market blog: https://t.co/mXkMGGnTfv https://t.co/pnFWRDfnWl"
2021-12-19 20:30:00+00:00,livemint,"Eight of the top-10 most valued companies suffered a combined erosion of ₹2,61,812.14 crore in market valuation last week, with Reliance Industries emerging as the biggest laggard.

https://t.co/pztxe8WAfY"
2021-12-19 12:30:06+00:00,the_hindu,"#TheHinduNewsQuiz
Which telecom operator said on Friday that it cleared its deferred dues for 2014 spectrum?
1. Bharti Airtel
2. Jio
3. Vodafone
4. BSNL
To find the answer and play the full quiz, visit: https://t.co/xoIHmkTfqJ https://t.co/ms68pL6x8E"
2021-12-19 05:50:00+00:00,bsindia,"Eight of the top-10 most valued companies suffered a combined erosion of Rs 2,61,812.14 crore in market valuation last week, with Reliance Industries emerging as the biggest laggard.

#market #RelianceIndustries 
https://t.co/NuXBfHuGiw"
2021-12-19 05:24:00+00:00,livemint,"Eight of the top-10 most valued companies suffered a combined erosion of ₹2,61,812.14 crore in market valuation last week, with Reliance Industries emerging as the biggest laggard.

https://t.co/pztxe9eb7w"
2021-12-19 05:14:54+00:00,bsindia,"Eight of the top-10 most valued companies suffered a combined erosion of Rs 2,61,812.14 crore in market valuation last week, with Reliance Industries emerging as the biggest laggard.

#market #RelianceIndustries 
https://t.co/G828GAIdIe"
2021-12-18 16:52:07+00:00,LiveLawIndia,"The Supreme Court has directed the grant of disability pension to a member of the Territorial Army by rejecting the reliance placed by the Union of India on a document signed by the appellant at the time of enrollment in the Territorial Army...
Read more: https://t.co/7xh53wZ16t https://t.co/b08UfNyhsM"
2021-12-18 12:45:00+00:00,EconomicTimes,"When I rejected a tender by Reliance, Dhirubhai Ambani was upset with me: Nitin Gadkari https://t.co/OvP2wg4ehp https://t.co/RjOqpNZViN"
2021-12-17 05:33:05+00:00,bqprime,"#Reliance Industries sheds over 3%; leads the losses in energy stocks. #BQStocks 

Market blog: https://t.co/6Lrq9l8ZTT https://t.co/38YqcI7XGw"
2021-12-17 05:29:35+00:00,bqprime,"#Sensex, #Nifty at day's low; Reliance Industries leads decline. #BQMarkets

Market blog: https://t.co/6Lrq9l8ZTT https://t.co/xQQahh0GSz"
2021-12-17 03:10:00+00:00,bsindia,"Vodafone lost out, not so much in the immediate years after Jio's entry, as much after the pandemic

@akwaghmare reports 

#VodafoneIdea #Jio #Telecom #Airtel
https://t.co/PA61W9px57"
2021-12-16 23:21:46+00:00,qz,The WHO has a worrisome reliance on the Bill &amp; Melinda Gates Foundation https://t.co/VfQzX3YIot
2021-12-16 11:08:48+00:00,DeccanHerald,"Equity benchmark #Sensex ended 113 points higher on Thursday, tracking gains in index majors Infosys, Reliance Industries and Bajaj Finance amid a positive trend overseas.

 https://t.co/vRozA3ZoBf"
2021-12-16 10:13:57+00:00,bqprime,"#BQMarketWrap | #Sensex, #Nifty snap four-day losing streak aided by Reliance, Infosys. 

Market blog: https://t.co/qoaJN4zKq6 https://t.co/ehNyeaJtXR"
2021-12-16 09:50:05+00:00,the_hindu,"India’s #Reliance Industries Limited, operator of the world’s biggest refining complex at Jamnagar in Western India, aims to get the first cargo of oil from its new Abu Dhabi-based trading unit in December, a source familiar with the matter said.
https://t.co/spoZYAM3D7"
2021-12-16 07:58:24+00:00,bsindia,"Indian mobile consumers have made close to 30 million MNP requests each quarter in the last three, or in other words, close to 90 million requests in the January - September 2021 period

@akwaghmare reports 

#Telecom #Jio #VodafoneIdea #Airtel
https://t.co/eXpJnu2JZJ"
2021-12-16 04:41:51+00:00,livemint,"The government approved a $10 billion incentive plan to establish #chip and #display industries in India as it seeks to become an electronics manufacturing hub and cut reliance on supplies from China, with which it has fraught relations.https://t.co/iuegAhFFSN"
2021-12-16 03:45:30+00:00,bsindia,"#MarketsWithBS | From RIL to Burger King, here are the stocks to watch in today's trade 

#stockstowatch #StockMarketIndia #StocksInFocus 
https://t.co/8HM9V7ysOD"
2021-12-15 15:26:06+00:00,livemint,"The deal announced in October involved Reliance Industries’ wholly owned arm Reliance New Energy Solar Ltd. purchasing interest in SWREL from the Shapoorji Pallonji Group and making an open offer as per takeover regulations.  

https://t.co/9fBAroloYx"
2021-12-15 12:02:14+00:00,DeccanHerald,"#RelianceGroup in October announced plans to set up Reliance International Ltd (RINL) to trade in crude oil, petroleum, petrochemical products and agricultural commodities.

 https://t.co/3T28svG8Ij"
2021-12-15 10:41:35+00:00,DeccanHerald,"Speaking at Meta's Fuel for India 2021 event, Jio Platforms Ltd Director Akash Ambani said #Jio and #Meta teams are working closely to open more avenues of collaboration.

 https://t.co/kbeguKTWSm"
2021-12-15 06:55:00+00:00,livemint,"#SaudiAramco, along with a clutch of financial investors, has shown initial interest in investing in Reliance New Energy Solar...  
https://t.co/JnsDopyC5V"
2021-12-15 06:35:51+00:00,CNNnews18,"#BREAKING | Director, Reliance Retail &amp; Reliance Jio Platforms, Isha Ambani says 'look up a product, set up a subscription for a regular buy and get personalised recommendations based on your past purchase history.

Join the broadcast. https://t.co/HhoppwhzYK"
2021-12-15 06:28:26+00:00,CNNnews18,"#BREAKING | Director &amp; HD-Strategy, Reliance Jio Platforms, Akash Ambani says 'Given the size of the opportunity, we continue to be so excited with our partnership with Meta.'

Join the broadcast. https://t.co/cSy4CteQVQ"
2021-12-15 06:23:22+00:00,CNNnews18,"#BREAKING | Director, Reliance Retail &amp; Reliance Jio Platforms, Isha Ambani talks at Meta's Flagship Event. Says 'It's fortunate that both Meta and us, we believe that small businesses are really the bedrock of our country's economic backbone.'

Join the broadcast. https://t.co/iwmPvqHi9c"
2021-12-15 05:20:00+00:00,bsindia,"Last month, the Reserve Bank had superseded Reliance Capital's board, citing defaults and governance issues

#RelianceCapital #EPFO #FinanceMinistry 
https://t.co/44mrn4pK4C"
2021-12-15 04:30:00+00:00,bsindia,"Jio network recorded around 10 per cent rise in average 4G data download speed while speed on VIL and Airtel network increased 8.9 per cent and 5.3 per cent respectively

#Jio #TRAI #VodafoneIdea #Telecom
https://t.co/SuZs9pP90O"
2021-12-15 02:16:01+00:00,livemint,"RBI will rein in fragile NBFCs to avert busts | Aramco explores investment in RIL clean energy unit | WPI inflation accelerates to 14.23% on high oil, food prices

Read the latest business news on Mint e-paper: https://t.co/H0COEMo7uk https://t.co/sKa9XfGPv1"
2021-12-14 18:05:15+00:00,IndiaToday,"Nifty declines for third day in a row; Anand Rathi Wealth makes stellar debut; Reliance Naval gets a buyer | @BhutaniChetan
Watch #BusinessToday with @AabhaBakaya 
#ITVideo #RelianceNaval #Nifty https://t.co/DOPcC9vFHp"
2021-12-14 17:26:31+00:00,DeccanHerald,"While #Future is staring at liquidation, the legitimacy of the small $200 million deal could have far-reaching consequences for India's retail sector.

#Amazon #Reliance https://t.co/6EuSI4v30P"
2021-12-14 15:30:00+00:00,bsindia,"Amazon says sentiment will be hit if its 2019 deal with Future gets revoked by the anti-trust body and would send a negative signal to foreign investors

#Amazon #reliance #FutureGroup 

https://t.co/xD12z1Bpyp"
2021-12-14 12:50:00+00:00,bsindia,"Jio network recorded around 10 per cent rise in average 4G data download speed while speed on VIL and Airtel network increased 8.9 per cent and 5.3 per cent respectively

#Reliance #Jio #Telecom 

https://t.co/SuZs9pxxCe"
2021-12-14 10:11:43+00:00,bqprime,"#BQMarketWrap | #Sensex, #Nifty decline for third session dragged by ITC, Bajaj twins, Reliance. 

Market blog: https://t.co/oIozQMq1Dq https://t.co/5klEppx5Al"
2021-12-14 03:57:33+00:00,bqprime,"#Sensex, #Nifty open lower; Reliance, Infosys decline. #BQMarkets

Market blog: https://t.co/r4URhA4QjJ https://t.co/JV5n6xv552"
2021-12-13 15:45:00+00:00,indiatvnews,"Why PM @narendramodi appealed to people to practise ‘cleanliness, creativity and self-reliance’ at #KashiVishwanath event? Watch #AajKiBaat Tonight at 9.20 @indiatvnews"
2021-12-13 12:27:31+00:00,IndiaToday,"The #Sensex and #Nifty 50 ended lower on Monday as Reliance shares weakened. Check out the top gainers and losers here
https://t.co/4Th1u5zNAc"
2021-12-13 11:14:48+00:00,IndiaToday,"Benchmark stock market indices fell at the end of Monday's trading session as Reliance shares weakened. Investors are also waiting for retail inflation data
#news #StockMarket 
https://t.co/JOTQFmioeU"
2021-12-13 10:11:49+00:00,bqprime,"#BQMarketWrap | #Sensex, #Nifty log the worst day in a week, dragged by Reliance. 

Market blog: https://t.co/lAC3wd5dEM https://t.co/KGf86OI8cx"
2021-12-13 08:20:00+00:00,livemint,"This is the second bankrupt textile maker that #RIL is trying to acquire.

(report by @PathakKalpana)

https://t.co/73UXOmjwR9"
2021-12-13 07:43:20+00:00,bqprime,"#Sensex, #Nifty at day's low, dragged by Reliance Industries, Bajaj Twins. #BQMarkets

Market blog: https://t.co/8Wpt1f7SzL https://t.co/jmhyMfuXX0"
2021-12-13 04:37:59+00:00,livemint,"This is the second bankrupt textile maker that #RIL is trying to acquire.

(report by @PathakKalpana)

https://t.co/RMtAuhiPA6"
2021-12-13 03:01:04+00:00,bsindia,"#BSMorningShow | JioMart’s B2B business model has created a dilemma for India’s #FMCG companies who risk alienating the 4.5-lakh distributor community. 

Find out the stumbling blocks in JioMart’s path to dominance

@5paisa @y_vanamali #JioMart #RIL
https://t.co/nZ1Xg3Bhyt"
2021-12-13 02:35:38+00:00,bsindia,"#MarketsWithBS | From RIL to Vedanta, here are the stocks to watch in today's trade 

#StockToWatch #StockMarket #Markets 
https://t.co/13KjL3dVZh"
2021-12-13 02:31:24+00:00,bsindia,"#BSMorningShow | What is Paytm Payments Bank’s ‘scheduled’ status? Can #MukeshAmbani pull off a #Jio in B2B retail? What’s Marc Faber’s take on financial markets? What are long and short positions? 

All answers here

@5paisa #Paytm #FinancialMarkets
https://t.co/uaBkUVdmGe"
2021-12-13 02:25:00+00:00,bsindia,"Why is JioMart’s B2B model bad news for 4,50,000 wholesale distributors?

Get the answer in #BSMorningShow. #WatchNow. https://t.co/b881kYSUif

@5paisa #byju #jiomart #jio #b2bmodel #wholesalers #businessnews https://t.co/kUd12epMEP"
2021-12-12 16:00:00+00:00,bqprime,"Reliance is partnering with Assets Care &amp; Reconstruction Enterprise  to bid for Sintex under a court-appointed bankruptcy resolution process. 
https://t.co/NuKG5B3lty"
2021-12-12 14:30:02+00:00,DeccanHerald,"#Reliance is partnering with Assets Care &amp; Reconstruction Enterprise Ltd. to bid for the company under a court-appointed bankruptcy resolution process, #Sintex said in a filing on Sunday. https://t.co/GfDQfLbfa2"
2021-12-12 13:55:00+00:00,bsindia,"Reliance is partnering with Assets Care &amp; Reconstruction Enterprise Ltd. to bid for the company under a court-appointed bankruptcy resolution process, Sintex said in a filing on Sunday

#RelianceIndustries #Sintex #MukeshAmbani 
https://t.co/XNoHeV32Ch"
2021-12-12 07:38:00+00:00,livemint,"Seven of the top-10 valued companies together added ₹2,28,367.09 crore in market valuation last week, with #Reliance Industries emerging as the biggest gainer.https://t.co/Y7z4d2NM6Y"
2021-12-12 07:28:00+00:00,livemint,"Besides acquiring marquee Bollywood brands and assets abroad in recent years, #Reliance has also forged partnerships with numerous luxury international names, including Burberry Group Plc, Hugo Boss AG and Tiffany &amp; Co. https://t.co/7BrHFpqqZ8"
2021-12-12 07:15:28+00:00,bsindia,"Reliance is partnering with Assets Care &amp; Reconstruction Enterprise Ltd. to bid for the company under a court-appointed bankruptcy resolution process, Sintex said in a filing on Sunday

#RelianceIndustries #Sintex #MukeshAmbani 
https://t.co/WcWBtocdkk"
2021-12-12 06:51:27+00:00,business,"Mukesh Ambani’s Reliance along with a partner, are among those bidding to take over bankrupt Indian textile firm Sintex https://t.co/ICih9JyPKn"
2021-12-12 05:45:36+00:00,DeccanHerald,"Seven of the top-10 valued companies together added Rs 2,28,367.09 crore in market valuation last week, with Reliance Industries emerging as the biggest gainer.

 https://t.co/fwm0MZiykB"
2021-12-12 05:40:26+00:00,bsindia,"Others among the gainers were HDFC Bank, Infosys, HDFC, ICICI Bank, Bajaj Finance and State Bank of India

#IndiaInc #IndianCompanies #Mcap #RIL 
https://t.co/faPMKJt1Bf"
2021-12-11 06:55:33+00:00,bsindia,"Hazel has made an offer of Rs 2,500 crore for Reliance Naval and Engg after lenders asked it to sweeten its earlier offer, reports @ParagonWorli18

#businessnews

https://t.co/ZN0Z6vez6K"
2021-12-11 06:00:00+00:00,EconomicTimes,"India can have 100-150 million 5G smartphones by the time the next generation network gets rolled out, a top Jio executive has said.

https://t.co/NHQliREirb"
2021-12-10 15:50:00+00:00,bsindia,"The telecom regulator Trai has received the highest number of complaints against Bharti Airtel followed by Vodafone Idea and Reliance Jio, Parliament was informed on Friday

#bhartiairtel #TRAI #Telecom 

https://t.co/a0xCbPlqJE"
2021-12-10 12:40:00+00:00,bsindia,"Indian lenders have zeroed in on an offer made by Mumbai-based Hazel Mercantile for Reliance Naval and Engineering, a bankrupt shipyard based in Gujarat. 

@ParagonWorli18 reports
#RelianceNaval 

https://t.co/ZN0Z6uWYfc"
2021-12-10 09:25:18+00:00,bqprime,"Reliance Industries’ online grocery portal is building its turf as a supplier to mom-and-pop stores. 

But it faces a tough challenger: Udaan.
https://t.co/PV5jgN6ww9"
2021-12-10 04:18:36+00:00,ndtv,"#Sensex falls over 200 points, #Nifty trades below 17,500 dragged by losses in Reliance Industries, HDFC Bank, Infosys

https://t.co/YyFa4n0lXc https://t.co/YXeWdsAUvr"
2021-12-10 01:55:00+00:00,bsindia,"These shares-issued as part of the Rs 53,124-cr rights issue last year-have become fully-paid up after payment of final tranche last month

@samiemodak reports 

#RelianceIndustries #RIL 
https://t.co/xFFtGokjbx"
2021-12-09 17:17:03+00:00,business,"Tunica County, Mississippi, one of the U.S.’s top gambling destinations, is issuing bonds next week in order to diminish its reliance on casinos https://t.co/eBwMdYsI6H"
2021-12-09 11:20:56+00:00,DeccanHerald,"Equity benchmark #Sensex ended 157 points higher on Thursday, tracking gains in index majors Reliance Industries, ITC and L&amp;T amid a largely positive trend in global markets.

 https://t.co/ALpopshIjN"
2021-12-09 10:12:12+00:00,bqprime,"#BQMarketWrap | #Sensex, #Nifty extend gains for third session aided by Reliance, L&amp;T. 

Market blog: https://t.co/9ItQL9JsDS https://t.co/j8RvMyLaPk"
2021-12-09 09:43:05+00:00,bqprime,"#Sensex, #Nifty near day's high; L&amp;T, Reliance Industries advance. #BQMarkets

Market blog: https://t.co/sm51CXLwdP https://t.co/Dbyo1z6sPI"
2021-12-09 08:22:00+00:00,business,"China’s aluminum industry is becoming increasingly dependent on overseas supplies of the ore needed to make the metal, another sign of the nation’s chronic reliance on raw-material imports https://t.co/z1fo4zA4L4"
2021-12-09 02:35:00+00:00,bsindia,"#MarketsWithBS | From Reliance Industries to Vodafone Idea, here are the stocks to watch in today's trade 

#stocksToWatch #StockMarket #Markets 
https://t.co/MKeKoywTOi"
2021-12-09 01:55:00+00:00,bsindia,"Reliance chief #MukeshAmbani proposed five ideas, including making 5G rollout a national priority, affordability of devices and applications and quicker fibre rollout

@aneeshp reports 

#Telecom #5G
https://t.co/VCg81r1Sbm"
2021-12-09 00:00:01+00:00,EconomicTimes,"Google, which in partnership with Reliance Jio, launched a low-cost smartphone for India earlier this year may replicate the concept in global markets, a top executive told ET.

https://t.co/qRxvFGK8ws"
2021-12-08 14:50:00+00:00,bsindia,"RIL's second agreement to explore battery swapping in six months; may lead to standardisation of battery technology with OEM and fueling operator joining hands

@TweshMishra reports
#Reliance #Mahindra 
https://t.co/I3RFzZZeIr"
2021-12-08 12:50:00+00:00,bsindia,"#MarketsWithBS | From Reliance Industries to SpiceJet, here are the stocks to watch in today's trade 

#StockMarketIndia #StockMarket #StocksToWatch 
https://t.co/pyM5FXURzq"
2021-12-08 11:50:00+00:00,livemint,"The MoU also covers evaluating charging solutions by #Jio-bp for Mahindra vehicles including electric three and four-wheelers, quadricycles and e-SCV (Small commercial Vehicles – sub 4 ton). https://t.co/fTLpDPUHJi"
2021-12-08 10:58:34+00:00,bqprime,"Reliance BP Mobility Limited (Jio-bp) and The Mahindra Group sign non-binding MoU to explore EV products, services and synergies in low-carbon and conventional fuels.

For the latest business and finance news updates visit: https://t.co/wuNKpC2r5k https://t.co/hRGtAzScG2"
2021-12-08 10:45:00+00:00,bsindia,"Reliance chief Mukesh Ambani proposed five ideas, including making 5G rollout a national priority, affordability of devices and applications and quicker fibre rollout

@aneeshp reports 

#reliance #MukeshAmbani 

https://t.co/VCg81r1Sbm"
2021-12-08 09:45:00+00:00,bsindia,"Reliance Industrial Infrastructure rallied 19% to Rs 993.50 on the BSE,trading at its highest level since July 2010.
#BuzzingStocks #RelianceIndustries
#MukeshAmbani 

https://t.co/g6wRmccKm2"
2021-12-08 08:55:00+00:00,bsindia,"#MarketsWithBS | From Reliance Industries to SpiceJet, here are the stocks to watch in today's trade 

#StockMarketIndia #StockMarket #StocksToWatch 
https://t.co/pyM5FXDgaQ"
2021-12-08 08:42:50+00:00,DeccanHerald,"""At Jio, we are currently focused on #4G and #5G execution, and broadband infrastructure expansion,"" #MukeshAmbani said.

 https://t.co/kKQZuQi9tf"
2021-12-08 08:30:00+00:00,bqprime,"#RIL is adopting a unique manufacturing approach to net zero emissions with a hyper-integrated model spanning solar, battery and hydrogen value chain, according to Goldman Sachs. 

Read more: https://t.co/pvrjSdaDyw https://t.co/4Hfyxyulas"
2021-12-08 07:27:19+00:00,CNNnews18,"Reliance Chairman &amp; Managing Director Mukesh Ambani at India Mobile Congress says, ""Roll out of 5G should be India's national priority."" https://t.co/jZk3wU5Elx"
2021-12-08 07:00:00+00:00,EconomicTimes,"Abu Dhabi state-owned Chemicals Derivatives Company (TA'ZIZ) and Indian conglomerate Reliance Industries have agreed to start a more than $2 billion chemical production partnership in Ruwais, Abu Dhabi, TA'ZIZ said in a statement on Tuesday.
https://t.co/1NiJE2nWtP"
2021-12-08 05:57:33+00:00,bqprime,"Roll-out of 5G should be India’s national priority, says #Reliance's Mukesh Ambani. 

For the latest news &amp; updates visit: https://t.co/wuNKpC2r5k https://t.co/ZpYgTOYcoU"
2021-12-08 05:00:01+00:00,livemint,"Petchem major Reliance Industries Ltd (RIL) has formed a $2 billion partnership with Abu Dhabi Chemicals Derivatives Company RSC Ltd (Ta’ziz) for chemical production, the company said on Tuesday. 

https://t.co/ppA4EhZg02"
2021-12-08 04:52:18+00:00,LiveLawIndia,#SupremeCourt will also hear Future’s plea challenging Delhi HC’s 29th Oct order refusing to grant an ad interim stay on order passed by a Singapore based Arbitration Tribunal which refused to interfere with Emergency Award restraining it to continue with #Reliance deal.
2021-12-08 04:52:18+00:00,LiveLawIndia,"[ Future vs Amazon] 

Supreme Court to hear today pleas by Future Coupons &amp; Future Retail against Delhi High Court’s Single Bench order directing attachment of assets of Future group companies and its promoters for breach of Emergency Award. 

#SupremeCourt #Amazon #FRL #Reliance https://t.co/gRclnQWRvk"
2021-12-08 03:54:33+00:00,bqprime,"#Sensex, #Nifty open higher; Reliance leads advance. #BQMarkets 

Read all #stockmarket updates: https://t.co/D15y6fxxVy https://t.co/tySU5dpLw6"
2021-12-08 03:48:06+00:00,business,"BlackRock, the world’s largest ETF issuer, will move most of its U.S. ETF assets from State Street to reduce its reliance on the bank’s custody services https://t.co/1J9bfGuitj"
2021-12-08 02:40:00+00:00,bsindia,"#MarketsWithBS | From Reliance Industries to SpiceJet, here are the stocks to watch in today's trade 

#StockMarketIndia #StockMarket #StocksToWatch 
https://t.co/5DliErsBIH"
2021-12-08 02:05:00+00:00,bsindia,"According to RIL executives, the equity structure of TA'ZIZ EDC &amp; PVC has not been finalised yet

@TweshMishra reports 

#RelianceIndustries #RIL #chemicalindustry 
https://t.co/QmgbqSUgki"
2021-12-08 02:00:00+00:00,bqprime,"Goldman Sachs reiterates ‘buy’ on Reliance Industries, raises target price on the billionaire Mukesh Ambani-controlled conglomerate.

https://t.co/pvrjSdaDyw"
2021-12-07 17:24:27+00:00,bqprime,"- U.S. stocks rebound
- #Bitcoin’s recovery from flash crash
- No proposal to abolish LTCG: Government
- SEBI to regulate crypto?
- RIL to build petchem plant in UAE
- FabIndia seeking $500 mn in #IPO
- #RateGainIPO subscribed 41%
 
Get the day's top news: https://t.co/bNGD9PpQH5 https://t.co/skTI8z8DEt"
2021-12-07 16:30:00+00:00,bqprime,"Clean energy to be Reliance Industries' third structural growth driver, besides retail and telecom, says Goldman Sachs.

https://t.co/9o7iCOQa0a"
2021-12-07 15:34:17+00:00,livemint,"The #RBI has retained the three-member advisory committee to assist the newly appointed administrator of Reliance Capital Ltd.

https://t.co/pa9ZacQU7k"
2021-12-07 14:40:00+00:00,bsindia,"Abu Dhabi state-owned Chemicals Derivatives Company (TA'ZIZ) and Indian conglomerate Reliance Industries have agreed to start a more than $2 billion chemical production partnership in Ruwais
 
#RelianceIndustries #ChemicalIndustry

https://t.co/iUFb6sBLmq"
2021-12-07 14:10:00+00:00,bsindia,"Reliance Capital on Tuesday said the National Company Law Tribunal (NCLT) has admitted the case of the company for the corporate insolvency procedure

#RelianceCapital #NCLT
https://t.co/zgrnCeat1C"
2021-12-07 13:51:05+00:00,business,"The UAE and Reliance agree to build a $2 billion petrochemical plant, the Indian company's first such investment in the Middle East https://t.co/YYhybrErdn"
2021-12-07 13:30:00+00:00,bqprime,"See RIL as India’s largest ‘greenabler’, its new energy capex ratio one of the highest among large energy peers, says Goldman Sachs.

https://t.co/vR1PC5gRFB"
2021-12-07 12:55:07+00:00,livemint,"Petchem major #Reliance Industries Ltd (RIL) has formed a $2 billion partnership with Abu Dhabi Chemicals Derivatives Company RSC Ltd (Ta'ziz) for chemical production, the company said  https://t.co/UtahSaheTt"
2021-12-07 12:49:49+00:00,bqprime,"Reliance Industries and Abu Dhabi Chemicals Derivatives agree to set up a $2-billion joint venture.

https://t.co/BPZiUecaol"
2021-12-07 12:40:01+00:00,DeccanHerald,"The joint venture aims to export the materials to target markets in Southeast Asia and Africa as well as sell them domestically.

#Reliance #AbuDhabi https://t.co/gBED7WCv92"
2021-12-07 12:28:59+00:00,bqprime,"RBI retains advisory committee for Reliance Capital insolvency.

For the latest news &amp; updates visit: https://t.co/wuNKpC2r5k https://t.co/ytCB1TpBn9"
2021-12-07 12:22:27+00:00,bsindia,"Abu Dhabi state-owned Chemicals Derivatives Company (TA'ZIZ) and Indian conglomerate Reliance Industries have agreed to start a more than $2 billion chemical production partnership in Ruwais
 
#RelianceIndustries #ChemicalIndustry

https://t.co/j3dgm82jT7"
